ID,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,关联账单
qj1689390129276176377,2023/7/15 11:02,三餐,支出,10,CNY,微信,,,,
qj1689397920787156187,2023/7/15 13:12,三餐,支出,17,CNY,微信,,,,
qj1689397962012109909,2023/7/15 13:12,其它,转账,50,CNY,微信,深圳通,,,
qj1689418269417174261,2023/7/15 18:51,三餐,支出,17,CNY,微信,,,,
qj1689418282601158577,2023/7/15 18:51,饮料,支出,2.7,CNY,微信,,,,
qj1689418308365184823,2023/7/15 18:51,利息,收入,0.61,CNY,微信,,,,
qj1689420064192107276,2023/7/15 19:21,水果,支出,5.5,CNY,微信,,,,
qj1689428455100191168,2023/7/15 21:40,饮料,支出,2.5,CNY,微信,,,,
qj1689556384586105768,2023/7/16 9:12,娱乐,支出,86,CNY,交通银行借记卡,,长安三万里*2,,
qj1689606912531130468,2023/7/16 23:15,三餐,支出,5,CNY,微信,,,,
qj1689606918225152289,2023/7/16 23:15,三餐,支出,17,CNY,微信,,,,
qj1689606920513108329,2023/7/16 23:15,三餐,支出,13.9,CNY,微信,,,,
qj1689606923466117679,2023/7/16 23:15,三餐,支出,9.5,CNY,微信,,,,
qj1689606823125188197,2023/7/17 23:13,交通,支出,5.7,CNY,深圳通,,,,
qj1689606823809160850,2023/7/17 23:13,交通,支出,5.7,CNY,深圳通,,,,
qj1689606873585129497,2023/7/17 23:14,利息,收入,0.52,CNY,微信,,,,
qj1689606887241113889,2023/7/17 23:14,三餐,支出,17,CNY,微信,,,,
qj1689606897685130719,2023/7/17 23:14,饮料,支出,41,CNY,微信,,,,
qj1689606905342188593,2023/7/17 23:15,三餐,支出,8.5,CNY,微信,,,,
qj1689606971031137538,2023/7/17 23:16,饮料,支出,34.6,CNY,信用卡,,,,
qj1689606977771177502,2023/7/17 23:16,三餐,支出,17.93,CNY,信用卡,,,,
qj1689640882937152775,2023/7/18 8:41,三餐,支出,4,CNY,微信,,,,
qj1689670002085158361,2023/7/18 16:46,三餐,支出,2.5,CNY,微信,,,,
qj1689670008088123845,2023/7/18 16:46,交通,支出,5.7,CNY,深圳通,,,,
qj1689670014113122260,2023/7/18 16:46,三餐,支出,20.4,CNY,微信,,,,
qj1689689165032167044,2023/7/18 22:06,水果,支出,5.8,CNY,微信,,,,
qj1689689168466140687,2023/7/18 22:06,交通,支出,5.7,CNY,深圳通,,,,
qj1689691633715138955,2023/7/18 22:47,三餐,支出,26,CNY,微信,,,,
qj1689726196847122159,2023/7/19 8:23,三餐,支出,4,CNY,微信,,,,
qj1689726200892130439,2023/7/19 8:23,交通,支出,5.7,CNY,深圳通,,,,
qj1689734465818129302,2023/7/19 10:41,三餐,支出,21.98,CNY,微信,,,,
qj1689777302241173484,2023/7/19 22:35,交通,支出,1.9,CNY,深圳通,,,,
qj1689777323707187161,2023/7/19 22:35,交通,支出,4.75,CNY,深圳通,,,,
qj1689779786368159583,2023/7/19 23:16,三餐,支出,24.7,CNY,交通银行借记卡,,,,
qj1689779869412112109,2023/7/19 23:17,其它,收入,0.7,CNY,微信,,,,
qj1689779911588192864,2023/7/19 23:18,利息,收入,0.6,CNY,微信,,,,
qj1689817643699148700,2023/7/20 9:47,三餐,支出,2.5,CNY,微信,,,,
qj1689817645162163364,2023/7/20 9:47,三餐,支出,4,CNY,微信,,,,
qj1689817647559189145,2023/7/20 9:47,交通,支出,5.7,CNY,深圳通,,,,
qj1689823426140123718,2023/7/20 11:23,三餐,支出,23.8,CNY,微信,,,,
qj1689823455182122422,2023/7/20 11:24,衣服鞋,支出,29,CNY,交通银行借记卡,,短袖，到货支付宝退差价10,,
qj1689823487069198990,2023/7/20 11:24,衣服鞋,支出,49,CNY,交通银行借记卡,,短裤，到货支付宝退差价45,,
qj1690008478154131426,2023/7/20 14:47,其它,转账,50,CNY,微信,深圳通,,,
qj1689849475719160513,2023/7/20 18:37,三餐,支出,14,CNY,微信,,,,
qj1689865090094106794,2023/7/20 22:58,水果,支出,8.7,CNY,微信,,,,
qj1689865093577163316,2023/7/20 22:58,交通,支出,5.7,CNY,深圳通,,,,
qj1689865144601125070,2023/7/20 22:59,住房,支出,500,CNY,微信,,订金,,
qj1689913816488160435,2023/7/21 12:30,三餐,支出,20.2,CNY,微信,,,,
qj1689913822315133576,2023/7/21 12:30,交通,支出,5.7,CNY,深圳通,,,,
qj1689913828696124055,2023/7/21 12:30,三餐,支出,7,CNY,微信,,,,
qj1690008517455145141,2023/7/21 14:48,交通,支出,5.7,CNY,深圳通,,,,
qj1690008612208128205,2023/7/21 14:50,零食,支出,4.5,CNY,微信,,,,
qj1690009119916152792,2023/7/21 14:58,三餐,支出,17,CNY,微信,,,,
qj1690008404382180745,2023/7/22 14:46,交通,支出,0.8,CNY,深圳通,,,,
qj1690008406679136008,2023/7/22 14:46,交通,支出,1.6,CNY,深圳通,,,,
qj1690008442708136159,2023/7/22 14:47,交通,支出,11,CNY,微信,,,,
qj1690008466896142433,2023/7/22 14:47,饮料,支出,5.5,CNY,微信,,,,
qj1690008692660170787,2023/7/22 14:51,利息,收入,0.68,CNY,微信,,,,
qj1690009111693127577,2023/7/22 14:58,三餐,支出,29,CNY,微信,,,,
qj1690026114677134119,2023/7/22 19:41,饮料,支出,6,CNY,微信,,,,
qj1690026120771163403,2023/7/22 19:42,交通,支出,4.75,CNY,深圳通,,,,
qj1690027578147143446,2023/7/22 20:06,三餐,支出,17,CNY,微信,,,,
qj1690027583272162233,2023/7/22 20:06,交通,支出,5.7,CNY,深圳通,,,,
qj1690041962661140560,2023/7/23 0:05,住房,支出,26.84,CNY,交通银行借记卡,,搬家箱子和胶带,,
qj1690084879607150420,2023/7/23 12:01,三餐,支出,18,CNY,微信,,,,
qj1690086612220199365,2023/7/23 12:30,衣服鞋,支出,28.8,CNY,微信,,袜子,,
qj1690118201068178050,2023/7/23 21:16,三餐,支出,17,CNY,微信,,,,
qj1690118203840147053,2023/7/23 21:16,饮料,支出,2.2,CNY,微信,,,,
qj1690118211359106687,2023/7/23 21:16,饮料,支出,3.9,CNY,微信,,,,
qj1690159209694175607,2023/7/24 8:40,三餐,支出,4,CNY,微信,,,,
qj1690159213860128002,2023/7/24 8:40,交通,支出,5.7,CNY,深圳通,,,,
qj1690184113624153861,2023/7/24 15:35,三餐,支出,12.9,CNY,微信,,,,
qj1690191075598155414,2023/7/24 17:31,其它,还款,347.13,CNY,交通银行借记卡,信用卡,,,
qj1690194739985161141,2023/7/24 18:32,三餐,支出,10.8,CNY,微信,,,,
qj1690250712194162708,2023/7/24 18:32,交通,支出,5.7,CNY,深圳通,,,,
qj1690423081079127493,2023/7/24 18:32,饮料,支出,2.5,CNY,微信,,,,
qj1690423316452189155,2023/7/24 18:32,三餐,支出,12.9,CNY,微信,,,,
qj1690250705365146555,2023/7/25 10:05,交通,支出,5.7,CNY,深圳通,,,,
qj1690250715209184871,2023/7/25 10:05,三餐,支出,3,CNY,微信,,,,
qj1690339739653194686,2023/7/25 10:48,其它,转账,50,CNY,微信,深圳通,,,
qj1690268156696128232,2023/7/25 14:55,三餐,支出,16.9,CNY,微信,,,,
qj1690282419134108262,2023/7/25 18:53,三餐,支出,23.9,CNY,微信,,,,
qj1690298047644173105,2023/7/25 23:14,饮料,支出,3.9,CNY,微信,,,,
qj1690298049845104973,2023/7/25 23:14,交通,支出,5.7,CNY,深圳通,,,,
qj1690339695732172573,2023/7/25 23:14,水果,支出,7.3,CNY,微信,,,,
qj1690339675456163560,2023/7/26 10:47,三餐,支出,21.9,CNY,微信,,,,
qj1690339678909178854,2023/7/26 10:47,交通,支出,5.7,CNY,深圳通,,,,
qj1690339682691186355,2023/7/26 10:48,三餐,支出,3,CNY,微信,,,,
qj1690339686098176858,2023/7/26 10:48,其它,收入,0.1,CNY,微信,,,,
qj1690422115439180958,2023/7/26 10:49,交通,支出,5.7,CNY,深圳通,,,,
qj1690422266882111320,2023/7/26 10:49,日用品,支出,18.9,CNY,交通银行借记卡,,洗衣机清洁剂,,
qj1690422283317169420,2023/7/26 10:49,日用品,支出,13.8,CNY,交通银行借记卡,,杀虫剂,,
qj1690715152455191885,2023/7/26 19:05,其它,收入,23.2,CNY,微信,,卖冰箱剩下,,
qj1690422117837199775,2023/7/27 10:49,交通,支出,5.7,CNY,深圳通,,,,
qj1690422120769112916,2023/7/27 10:49,饮料,支出,15,CNY,微信,,,,
qj1690422122831139670,2023/7/27 10:49,三餐,支出,3,CNY,微信,,,,
qj1690422498045187552,2023/7/27 10:49,利息,收入,1.04,CNY,微信,,,,
qj1690422901076141985,2023/7/27 10:49,其它,转账,55,CNY,交通银行借记卡,支付宝,买衣服退差价,,
qj1690425640378115465,2023/7/27 10:49,三餐,支出,22.18,CNY,微信,,,,
qj1690439661329134749,2023/7/27 14:34,三餐,支出,26,CNY,微信,,,,
qj1690448213264166340,2023/7/27 16:56,娱乐,支出,100,CNY,微信,,乐队演出,,
qj1690512777365157934,2023/7/27 16:56,交通,支出,5.7,CNY,深圳通,,,,
qj1690512808289119953,2023/7/27 16:56,饮料,支出,2.2,CNY,微信,,,,
qj1690512824858173516,2023/7/27 16:56,住房,支出,30,CNY,微信,,搬家货拉拉,,
qj1690512831566185445,2023/7/27 16:56,饮料,支出,10,CNY,微信,,,,
qj1690512765506164887,2023/7/28 10:52,三餐,支出,23.8,CNY,微信,,,,
qj1690512771207138360,2023/7/28 10:52,交通,支出,5.7,CNY,深圳通,,,,
qj1690605532913136011,2023/7/28 12:38,交通,支出,5.7,CNY,深圳通,,,,
qj1690605572352192515,2023/7/28 12:39,其它,支出,7.6,CNY,微信,,装袜子的袋子,,
qj1690605584141117798,2023/7/28 12:39,住房,支出,72.17,CNY,微信,,柜子,,
qj1690605590940156321,2023/7/28 12:39,饮料,支出,8.4,CNY,微信,,,,
qj1690605598388191532,2023/7/28 12:39,饮料,支出,12,CNY,微信,,,,
qj1690605607411100910,2023/7/28 12:40,三餐,支出,7,CNY,微信,,,,
qj1690793822231114304,2023/7/28 16:57,三餐,支出,21.8,CNY,交通银行借记卡,,,,
qj1690862485314111071,2023/7/28 16:57,三餐,支出,13.34,CNY,交通银行借记卡,,,,
qj1690605612916109364,2023/7/29 12:40,三餐,支出,19,CNY,微信,,,,
qj1690605690562115414,2023/7/29 12:41,日用品,支出,47.09,CNY,信用卡,,寄回家的洗衣液，8.96kg奥妙,,
qj1690615735462164696,2023/7/29 15:28,饮料,支出,10.8,CNY,交通银行借记卡,,,,
qj1690615743607118624,2023/7/29 15:29,交通,支出,1.9,CNY,深圳通,,,,
qj1690714204928194484,2023/7/29 18:50,三餐,支出,182.9,CNY,微信,,,,
qj1690714208493138368,2023/7/29 18:50,三餐,支出,136,CNY,微信,,,,
qj1690793786022153001,2023/7/29 18:50,三餐,支出,11.92,CNY,交通银行借记卡,,,,
qj1690793813644109559,2023/7/29 18:50,三餐,支出,13.9,CNY,交通银行借记卡,,,,
qj17016589483719898,2023/7/30 15:51,住房,报销记录,2760,CNY,微信,,,,qj167613318697314480
qj1690714117229133945,2023/7/30 18:48,其它,转账,1018,CNY,交通银行借记卡,微信,,,
qj1690714218335107818,2023/7/30 18:50,三餐,支出,20.8,CNY,微信,,,,
qj1690715787859147868,2023/7/30 19:16,住房,支出,322,CNY,微信,,7月水电,,
qj1690715823083116807,2023/7/30 19:17,住房,支出,50,CNY,微信,,硬扣卫生费,,
qj1690789985385134159,2023/7/30 19:17,利息,收入,0.56,CNY,微信,,,,
qj1690793318130130272,2023/7/30 19:17,饮料,支出,4.4,CNY,民生储蓄,,,,
qj167613318697314480,2023/7/30 22:19,住房,报销,2760,CNY,邮政储蓄,,房子两个月押金,是,
qj1690793741459119845,2023/7/30 22:19,三餐,支出,24,CNY,信用卡,,,,
qj1690900607354116389,2023/7/30 22:36,住房,报销,3200,CNY,微信,,租金+押金+100块卫生押金,,
qj1690789879449149839,2023/7/31 15:51,交通,支出,5.7,CNY,深圳通,,,,
qj1690789881061177932,2023/7/31 15:51,三餐,支出,3,CNY,微信,,,,
qj1690789882917185873,2023/7/31 15:51,三餐,支出,19.5,CNY,微信,,,,
qj1690861490155156314,2023/7/31 15:51,交通,支出,3.8,CNY,深圳通,,,,
qj1690861494153136106,2023/7/31 23:44,交通,支出,2.85,CNY,深圳通,,,,
qj1690862451047134952,2023/7/31 23:44,三餐,支出,24.8,CNY,交通银行借记卡,,,,
qj1690793969375104272,2023/8/1 16:59,住房,支出,1550,CNY,微信,,,,
qj1690852215009134955,2023/8/1 16:59,其它,转账,50,CNY,微信,深圳通,,,
qj1690861464281116946,2023/8/1 16:59,三餐,支出,3,CNY,微信,,,,
qj1690861466597176054,2023/8/1 16:59,三餐,支出,21.22,CNY,微信,,,,
qj1690861469943195477,2023/8/1 16:59,交通,支出,5.7,CNY,深圳通,,,,
qj1690900503951199341,2023/8/1 22:35,交通,支出,5.7,CNY,深圳通,,,,
qj1690900506257150830,2023/8/1 22:35,三餐,支出,8.8,CNY,微信,,,,
qj1690945619553151185,2023/8/2 11:06,交通,支出,5.7,CNY,深圳通,,,,
qj1690945622668159171,2023/8/2 11:07,三餐,支出,1.5,CNY,微信,,,,
qj1690945629874112625,2023/8/2 11:07,三餐,支出,15.14,CNY,支付宝,,,,
qj1690948049343122860,2023/8/2 11:47,三餐,支出,17,CNY,微信,,,,
qj1690956200449116341,2023/8/2 14:03,饮料,支出,29.7,CNY,微信,,牛奶,,
qj1690986041703194957,2023/8/2 22:20,交通,支出,5.7,CNY,深圳通,,,,
qj1690986043739199664,2023/8/2 22:20,三餐,支出,17,CNY,微信,,,,
qj1691339893712182259,2023/8/2 22:20,其它,转账,48.56,CNY,交通银行借记卡,民生储蓄,,,
qj1691340017871195339,2023/8/2 22:20,话费网费,支出,48.85,CNY,民生储蓄,,电信卡话费,,
qj1691029551894110510,2023/8/3 10:25,三餐,支出,4.5,CNY,微信,,,,
qj1691029554249176822,2023/8/3 10:25,交通,支出,5.7,CNY,深圳通,,,,
qj1691032772191149834,2023/8/3 11:19,三餐,支出,18.5,CNY,微信,,,,
qj1691036316524166315,2023/8/3 12:18,快递,支出,18,CNY,微信,,,,
qj1691073119830117860,2023/8/3 22:31,饮料,支出,5,CNY,微信,,,,
qj1691073121451112296,2023/8/3 22:32,三餐,支出,8,CNY,微信,,,,
qj1691073124986148795,2023/8/3 22:32,交通,支出,5.7,CNY,深圳通,,,,
qj1691073127509162637,2023/8/3 22:32,三餐,支出,3,CNY,微信,,,,
qj1691142319441140853,2023/8/4 17:45,三餐,支出,16.84,CNY,微信,,,,
qj1691142323399133413,2023/8/4 17:45,三餐,支出,4.5,CNY,微信,,,,
qj1691142325755120683,2023/8/4 17:45,交通,支出,5.7,CNY,深圳通,,,,
qj1691156409905136016,2023/8/4 21:40,三餐,支出,17,CNY,微信,,,,
qj1691156412257137374,2023/8/4 21:40,交通,支出,5.7,CNY,深圳通,,,,
qj1691201057926114874,2023/8/5 10:04,三餐,支出,13,CNY,微信,,,,
qj1691339759328139683,2023/8/5 12:35,三餐,支出,82,CNY,微信,,,,
qj1691339776694149449,2023/8/5 12:36,理发,支出,48.9,CNY,微信,,u剪,,
qj1691215048809113476,2023/8/5 13:57,三餐,支出,19.8,CNY,微信,,,,
qj1691339720589183555,2023/8/5 13:57,交通,支出,2.85,CNY,深圳通,,,,
qj1691339742948163403,2023/8/5 13:57,娱乐,支出,69,CNY,微信,,感应灯乐队,,
qj1691339751459136456,2023/8/5 13:57,饮料,支出,3,CNY,微信,,,,
qj1691339669282161852,2023/8/6 0:34,其它,转账,50,CNY,微信,深圳通,,,
qj1691339674923112267,2023/8/6 0:34,交通,支出,6.65,CNY,深圳通,,,,
qj1691339676237157292,2023/8/6 0:34,交通,支出,6.65,CNY,深圳通,,,,
qj1691339699043197847,2023/8/6 0:34,三餐,支出,22,CNY,微信,,,,
qj1691339706046197103,2023/8/6 0:35,饮料,支出,8.8,CNY,微信,,,,
qj1691339711551118891,2023/8/6 0:35,三餐,支出,17,CNY,微信,,,,
qj1691339825274100535,2023/8/7 0:37,利息,收入,0.48,CNY,微信,,,,
qj1691390226126173023,2023/8/7 14:37,三餐,支出,4.5,CNY,微信,,,,
qj1691390231070110061,2023/8/7 14:37,交通,支出,5.7,CNY,深圳通,,,,
qj1691390236048120513,2023/8/7 14:37,饮料,支出,9.9,CNY,微信,,,,
qj1691390266004182499,2023/8/7 14:37,三餐,支出,19.06,CNY,微信,,,,
qj1691398981962108429,2023/8/7 17:03,工资,收入,7618.37,CNY,交通银行借记卡,,,,
qj1691406279823197223,2023/8/7 19:04,三餐,支出,18.2,CNY,支付宝,,,,
qj1692091559131165082,2023/8/7 19:04,交通,支出,5.7,CNY,深圳通,,,,
qj1691507037726137044,2023/8/8 23:03,三餐,支出,5,CNY,微信,,,,
qj1691507042590156760,2023/8/8 23:04,交通,支出,5.7,CNY,深圳通,,,,
qj1691507043782126201,2023/8/8 23:04,交通,支出,5.7,CNY,深圳通,,,,
qj1691507045718142120,2023/8/8 23:04,三餐,支出,3,CNY,微信,,,,
qj1691507056046111503,2023/8/8 23:04,水果,支出,9.6,CNY,微信,,,,
qj1691507113580188843,2023/8/8 23:05,三餐,支出,13.11,CNY,微信,,,,
qj1691557095687165752,2023/8/8 23:05,其它,转账,700,CNY,交通银行借记卡,基金,,,
qj1691557080192135010,2023/8/9 12:57,交通,支出,5.7,CNY,深圳通,,,,
qj1691557082112197891,2023/8/9 12:58,三餐,支出,17,CNY,微信,,,,
qj1691566396523188509,2023/8/9 15:33,其它,还款,71.09,CNY,交通银行借记卡,信用卡,,,
qj1691585225296140847,2023/8/9 20:47,交通,支出,5.7,CNY,深圳通,,,,
qj1692090823620153150,2023/8/9 20:47,三餐,支出,19.48,CNY,交通银行借记卡,,,,
qj1692091105932191393,2023/8/9 20:47,三餐,支出,12.78,CNY,支付宝,,,,
qj1691654590464105071,2023/8/10 16:03,交通,支出,5.7,CNY,深圳通,,,,
qj1691654593473117992,2023/8/10 16:03,三餐,支出,4.5,CNY,微信,,,,
qj1691654608739199351,2023/8/10 16:03,三餐,支出,14.61,CNY,微信,,,,
qj1691656991691144929,2023/8/10 16:43,三餐,支出,10,CNY,微信,,,,
qj1691671020310168944,2023/8/10 20:37,三餐,支出,8.5,CNY,微信,,,,
qj1691671129328134929,2023/8/10 20:38,其它,转账,50,CNY,微信,深圳通,,,
qj1691675696121111036,2023/8/10 21:54,交通,支出,5.7,CNY,深圳通,,,,
qj1691675700535193071,2023/8/10 21:55,水果,支出,6,CNY,微信,,,,
qj1691654584254132187,2023/8/10 23:05,三餐,支出,15.3,CNY,微信,,,,
qj1691773803916119910,2023/8/11 1:10,三餐,支出,15,CNY,微信,,,,
qj1691717768419148124,2023/8/11 9:36,三餐,支出,5.5,CNY,微信,,,,
qj1691717771231132851,2023/8/11 9:36,交通,支出,5.7,CNY,深圳通,,,,
qj1691739011412158304,2023/8/11 15:30,三餐,支出,19.96,CNY,微信,,,,
qj1691758261531121973,2023/8/11 20:51,三餐,支出,8.5,CNY,微信,,,,
qj1691773833193102928,2023/8/11 20:51,交通,支出,4.75,CNY,深圳通,,,,
qj1691773839752122289,2023/8/11 20:51,交通,支出,2.85,CNY,深圳通,,,,
qj1691858108522148519,2023/8/12 0:35,交通,支出,4.75,CNY,深圳通,,,,
qj1691843425965101851,2023/8/12 20:30,交通,支出,4.75,CNY,深圳通,,,,
qj1691843429859120636,2023/8/12 20:30,三餐,支出,28,CNY,微信,,,,
qj1691843431883116603,2023/8/12 20:30,饮料,支出,24,CNY,微信,,,,
qj1692089577727188034,2023/8/12 20:30,三餐,支出,6,CNY,微信,,,,
qj1692089602037196948,2023/8/12 20:30,三餐,支出,8,CNY,微信,,,,
qj1691912574467165389,2023/8/13 15:42,三餐,支出,17,CNY,微信,,,,
qj1691933013858183328,2023/8/13 21:23,三餐,支出,25,CNY,微信,,,,
qj1691933018000133270,2023/8/13 21:23,饮料,支出,3.5,CNY,微信,,,,
qj1692090785406182853,2023/8/13 21:23,衣服鞋,支出,59.9,CNY,交通银行借记卡,,卫衣+长袖，到货VX退款，59.9,,
qj1691977943440149092,2023/8/14 9:52,饮料,支出,10,CNY,支付宝,,,,
qj1691977947710192441,2023/8/14 9:52,交通,支出,5.7,CNY,深圳通,,,,
qj1691977954425159064,2023/8/14 9:52,三餐,支出,3,CNY,微信,,,,
qj1691983511484137230,2023/8/14 11:25,电器数码,支出,9.9,CNY,微信,,小音响,,
qj1692001948582189814,2023/8/14 16:32,饮料,支出,19.78,CNY,微信,,牛奶,,
qj1692018757456133978,2023/8/14 21:12,三餐,支出,17,CNY,微信,,,,
qj1692018761028156636,2023/8/14 21:12,交通,支出,5.7,CNY,深圳通,,,,
qj1692018852818125922,2023/8/14 21:14,三餐,支出,4.5,CNY,微信,,,,
qj1692089381002143456,2023/8/14 21:14,三餐,支出,17.67,CNY,微信,,,,
qj1692091390290123207,2023/8/14 21:14,其它,收入,0.08,CNY,支付宝,,,,
qj1692066477649135520,2023/8/15 10:27,三餐,支出,4.5,CNY,微信,,,,
qj1692066480400189230,2023/8/15 10:28,交通,支出,5.7,CNY,深圳通,,,,
qj1692089386197148075,2023/8/15 16:49,三餐,支出,16.36,CNY,微信,,,,
qj1692089484272196688,2023/8/15 16:51,利息,收入,0.6,CNY,微信,,,,
qj1692090659357193088,2023/8/15 17:10,其它,支出,0.27,CNY,微信,,,,
qj1692091593574193053,2023/8/15 17:26,其它,转账,50,CNY,微信,深圳通,,,
qj1692099069578122007,2023/8/15 19:31,三餐,支出,8.5,CNY,微信,,,,
qj1692109557139114740,2023/8/15 22:25,三餐,支出,8,CNY,微信,,,,
qj1692109561480153814,2023/8/15 22:26,交通,支出,5.7,CNY,深圳通,,,,
qj1692150913688117702,2023/8/16 9:55,三餐,支出,3,CNY,微信,,,,
qj1692150919040109100,2023/8/16 9:55,交通,支出,5.7,CNY,深圳通,,,,
qj1692154781825176261,2023/8/16 10:59,三餐,支出,16.9,CNY,微信,,,,
qj1692197706981111739,2023/8/16 22:55,三餐,支出,7,CNY,微信,,,,
qj1692197713568159375,2023/8/16 22:55,交通,支出,5.7,CNY,深圳通,,,,
qj1692197715602103566,2023/8/16 22:55,三餐,支出,3,CNY,微信,,,,
qj1692197727724162769,2023/8/16 22:55,饮料,支出,5,CNY,微信,,,,
qj1692232276438159009,2023/8/16 22:55,其它,转账,62,CNY,微信,支付宝,,,
qj1692232282585132932,2023/8/16 22:55,三餐,支出,0.38,CNY,微信,,,,
qj1692276458526117124,2023/8/17 20:47,交通,支出,5.7,CNY,深圳通,,,,
qj1692276459751159809,2023/8/17 20:47,交通,支出,5.7,CNY,深圳通,,,,
qj1692276462570197699,2023/8/17 20:47,三餐,支出,4.5,CNY,微信,,,,
qj1692276470482156245,2023/8/17 20:47,三餐,支出,22,CNY,微信,,,,
qj1692276501408163946,2023/8/17 20:48,三餐,支出,15.67,CNY,微信,,,,
qj1692328614156148265,2023/8/18 11:16,交通,支出,5.7,CNY,深圳通,,,,
qj1692328615895152039,2023/8/18 11:16,三餐,支出,4.5,CNY,微信,,,,
qj1692329744729154380,2023/8/18 11:35,饮料,支出,35,CNY,微信,,,,
qj1692422761415199531,2023/8/18 13:26,交通,支出,5.7,CNY,深圳通,,,,
qj1692422788998140211,2023/8/18 13:26,饮料,支出,5,CNY,微信,,,,
qj1692422790703196843,2023/8/18 13:26,三餐,支出,7,CNY,微信,,,,
qj1692422800367172171,2023/8/18 13:26,三餐,支出,30.19,CNY,微信,,,,
qj1692422846352134730,2023/8/18 13:27,三餐,支出,20.3,CNY,微信,,,,
qj1692422770141102771,2023/8/19 13:26,三餐,支出,20,CNY,微信,,,,
qj1692422776360110057,2023/8/19 13:26,饮料,支出,11,CNY,微信,,,,
qj1692441701736109707,2023/8/19 18:41,饮料,支出,1.8,CNY,微信,,,,
qj1692441703241137082,2023/8/19 18:41,三餐,支出,13,CNY,微信,,,,
qj1692441744379110463,2023/8/19 18:42,三餐,支出,5.9,CNY,支付宝,,,,
qj1692441746738126038,2023/8/19 18:42,三餐,支出,15.9,CNY,支付宝,,,,
qj1692506120962116256,2023/8/20 12:35,其它,转账,107.6,CNY,交通银行借记卡,支付宝,,,
qj1692506133556167705,2023/8/20 12:35,三餐,支出,21.98,CNY,微信,,,,
qj1692506930079158852,2023/8/20 12:48,其它,支出,39.9,CNY,支付宝,,雨伞,,
qj1692506950614117217,2023/8/20 12:49,电器数码,支出,11.58,CNY,支付宝,,钢化膜2,,
qj1692538675636182265,2023/8/20 21:37,三餐,支出,20,CNY,微信,,,,
qj1692538684019109921,2023/8/20 21:38,饮料,支出,2.3,CNY,微信,,,,
qj1692538706204196460,2023/8/20 21:38,医疗,支出,17.6,CNY,微信,,夏桑菊+金银花露,,
qj1692538711189170517,2023/8/20 21:38,饮料,支出,5,CNY,微信,,,,
qj1692538778607186160,2023/8/20 21:39,利息,收入,0.31,CNY,微信,,,,
qj1692538958010123277,2023/8/20 21:42,其它,收入,0.12,CNY,支付宝,,,,
qj1692589755041164489,2023/8/21 11:49,三餐,支出,8,CNY,微信,,,,
qj1692589757912167546,2023/8/21 11:49,交通,支出,5.7,CNY,深圳通,,,,
qj1692664459403100867,2023/8/21 11:49,交通,支出,5.7,CNY,深圳通,,,,
qj1692664462936126945,2023/8/21 11:49,饮料,支出,5,CNY,微信,,,,
qj1692664478627188950,2023/8/21 11:49,三餐,支出,7,CNY,微信,,,,
qj1692666900019149981,2023/8/21 11:49,三餐,支出,3,CNY,微信,,,,
qj1692689040026145509,2023/8/21 15:24,三餐,支出,19.03,CNY,微信,,,,
qj1692666903107191673,2023/8/22 9:15,交通,支出,5.7,CNY,深圳通,,,,
qj1692672149312129158,2023/8/22 10:42,三餐,支出,3,CNY,微信,,,,
qj1692672156588168419,2023/8/22 10:42,其它,转账,50,CNY,微信,深圳通,,,
qj1692724506408136712,2023/8/22 13:15,三餐,支出,5,CNY,微信,,,,
qj1692724511236179691,2023/8/22 13:15,交通,支出,5.7,CNY,深圳通,,,,
qj1692689002898105980,2023/8/22 15:23,三餐,支出,23,CNY,微信,,,,
qj1692692201499129549,2023/8/22 16:16,三餐,支出,17.4,CNY,微信,,,,
qj1692724502926181587,2023/8/22 16:16,水果,支出,10,CNY,微信,,,,
qj1692886045645161164,2023/8/22 22:07,其它,收入,0.1,CNY,支付宝,,,,
qj1692838042527167015,2023/8/23 8:47,交通,支出,5.7,CNY,深圳通,,,,
qj1692754352132102717,2023/8/23 9:32,交通,支出,5.7,CNY,深圳通,,,,
qj1692754353439138543,2023/8/23 9:32,三餐,支出,3,CNY,微信,,,,
qj1692754361917129784,2023/8/23 9:32,三餐,支出,6.8,CNY,支付宝,,,,
qj1692838034695182837,2023/8/23 9:32,三餐,支出,8,CNY,微信,,,,
qj1692838038912184768,2023/8/23 9:32,三餐,支出,3,CNY,微信,,,,
qj1692838078418115108,2023/8/23 9:32,三餐,支出,14.08,CNY,微信,,,,
qj1692841466624119007,2023/8/24 9:44,三餐,支出,8,CNY,微信,,,,
qj1692841469736128524,2023/8/24 9:44,交通,支出,5.7,CNY,深圳通,,,,
qj1692855655194136181,2023/8/24 13:40,饮料,支出,9,CNY,微信,,,,
qj1692869437718131555,2023/8/24 17:30,三餐,支出,14.46,CNY,微信,,,,
qj1692880339045100605,2023/8/24 20:32,三餐,支出,8.5,CNY,微信,,,,
qj1692883248317167566,2023/8/24 21:20,交通,支出,5.7,CNY,深圳通,,,,
qj1692885615800114395,2023/8/24 22:00,利息,收入,0.16,CNY,微信,,,,
qj1692929673369101643,2023/8/25 10:14,三餐,支出,7,CNY,微信,,,,
qj1692929676844114567,2023/8/25 10:14,饮料,支出,15,CNY,微信,,,,
qj1692929680081191785,2023/8/25 10:14,交通,支出,5.7,CNY,深圳通,,,,
